data_source,signal,geo_value,time_value,source,geo_type,time_type,issue,lag,missing_value,missing_stderr,missing_sample_size,value,stderr,sample_size
jhu-csse,confirmed_incidence_num,ak,2020-08-14,jhu-csse,state,day,2023-03-03,931,0,5,5,104.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-15,jhu-csse,state,day,2023-03-03,930,0,5,5,88.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-16,jhu-csse,state,day,2023-03-03,929,0,5,5,101.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-17,jhu-csse,state,day,2023-03-03,928,0,5,5,51.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-18,jhu-csse,state,day,2023-03-03,927,0,5,5,71.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-19,jhu-csse,state,day,2023-03-03,926,0,5,5,77.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-20,jhu-csse,state,day,2023-03-03,925,0,5,5,88.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-21,jhu-csse,state,day,2023-03-03,924,0,5,5,68.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-22,jhu-csse,state,day,2023-03-03,923,0,5,5,91.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-23,jhu-csse,state,day,2023-03-03,922,0,5,5,67.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-24,jhu-csse,state,day,2023-03-03,921,0,5,5,71.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-25,jhu-csse,state,day,2023-03-03,920,0,5,5,36.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-26,jhu-csse,state,day,2023-03-03,919,0,5,5,55.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-27,jhu-csse,state,day,2023-03-03,918,0,5,5,89.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-28,jhu-csse,state,day,2023-03-03,917,0,5,5,119.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-29,jhu-csse,state,day,2023-03-03,916,0,5,5,96.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-30,jhu-csse,state,day,2023-03-03,915,0,5,5,49.0,,
jhu-csse,confirmed_incidence_num,ak,2020-08-31,jhu-csse,state,day,2023-03-03,914,0,5,5,38.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-01,jhu-csse,state,day,2023-03-03,913,0,5,5,36.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-02,jhu-csse,state,day,2023-03-03,912,0,5,5,68.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-03,jhu-csse,state,day,2023-03-03,911,0,5,5,90.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-04,jhu-csse,state,day,2023-03-03,910,0,5,5,125.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-05,jhu-csse,state,day,2023-03-03,909,0,5,5,90.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-06,jhu-csse,state,day,2023-03-03,908,0,5,5,97.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-07,jhu-csse,state,day,2023-03-03,907,0,5,5,35.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-08,jhu-csse,state,day,2023-03-03,906,0,5,5,34.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-09,jhu-csse,state,day,2023-03-03,905,0,5,5,65.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-10,jhu-csse,state,day,2023-03-03,904,0,5,5,114.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-11,jhu-csse,state,day,2023-03-03,903,0,5,5,97.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-12,jhu-csse,state,day,2023-03-03,902,0,5,5,104.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-13,jhu-csse,state,day,2023-03-03,901,0,5,5,62.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-14,jhu-csse,state,day,2023-03-03,900,0,5,5,77.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-15,jhu-csse,state,day,2023-03-03,899,0,5,5,42.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-16,jhu-csse,state,day,2023-03-03,898,0,5,5,52.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-17,jhu-csse,state,day,2023-03-03,897,0,5,5,112.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-18,jhu-csse,state,day,2023-03-03,896,0,5,5,111.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-19,jhu-csse,state,day,2023-03-03,895,0,5,5,96.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-20,jhu-csse,state,day,2023-03-03,894,0,5,5,107.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-21,jhu-csse,state,day,2023-03-03,893,0,5,5,70.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-22,jhu-csse,state,day,2023-03-03,892,0,5,5,60.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-23,jhu-csse,state,day,2023-03-03,891,0,5,5,77.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-24,jhu-csse,state,day,2023-03-03,890,0,5,5,143.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-25,jhu-csse,state,day,2023-03-03,889,0,5,5,127.0,,
